sexo,altura,peso
F,163.85,61.83
F,170.74,78.11
F,162.01,67.74
F,156.34,57.64
F,161.88,64.95
F,155.45,52.57
F,159.37,62.85
F,169.03,71.26
F,159.73,58.22
F,156.42,63.77
F,161.34,62.58
F,156.46,52.01
F,159.75,54.71
F,163.0,61.3
F,158.58,59.65
F,167.53,69.48
F,165.69,69.38
F,147.98,47.57
F,152.47,57.36
F,162.07,62.67
F,153.85,61.27
F,163.7,63.54
F,153.52,56.12
F,156.23,52.65
F,165.18,71.14
F,163.35,64.78
F,167.68,69.99
F,166.88,72.95
F,167.24,73.38
F,160.99,60.14
F,174.83,73.93
F,161.9,59.84
F,162.54,64.7
F,142.19,38.75
F,175.2,81.03
F,155.15,53.86
F,167.59,68.26
F,165.08,68.22
F,156.98,56.8
F,159.97,55.03
F,159.45,60.71
F,157.71,62.88
F,165.01,66.84
F,169.14,66.94
F,164.84,71.76
F,150.48,49.31
F,160.98,57.4
F,164.56,62.96
F,167.8,77.99
F,165.23,68.08
F,168.7,67.23
F,155.14,57.65
F,164.83,60.72
F,157.8,62.04
F,179.71,87.36
F,164.39,67.82
F,160.76,60.46
F,176.17,81.39
F,157.18,60.68
F,154.82,54.45
F,166.33,61.36
F,167.94,62.42
F,164.33,73.83
F,173.07,79.21
F,156.28,52.09
F,162.96,57.55
F,168.16,68.5
F,172.64,76.28
F,166.79,58.82
F,161.44,67.34
F,157.11,53.88
F,158.79,59.92
F,152.08,59.51
F,164.48,63.75
F,161.37,59.62
F,166.68,68.72
F,163.44,61.07
F,165.74,61.37
F,150.74,51.45
F,170.4,65.04
F,164.55,56.91
F,161.82,60.22
F,163.76,58.15
F,154.01,54.72
F,175.19,75.28
F,155.42,50.92
F,153.93,60.48
F,157.15,56.72
F,166.79,63.38
F,151.8,48.18
F,169.86,68.31
F,154.08,51.75
F,156.99,55.04
F,158.86,64.63
F,154.9,54.45
F,170.27,68.41
F,165.37,67.9
F,154.91,51.54
F,164.51,64.78
F,169.99,73.81
F,155.3,57.81
F,167.55,61.58
F,156.12,65.51
F,146.66,42.48
F,159.27,64.51
F,154.23,55.89
F,159.49,59.98
F,167.64,72.1
F,167.25,66.66
F,167.5,68.02
F,166.15,56.15
F,169.59,71.22
F,144.85,45.91
F,154.29,55.65
F,160.79,54.91
F,157.95,59.99
F,165.96,59.88
F,159.89,64.56
F,150.89,50.74
F,160.87,68.9
F,169.68,66.98
F,148.21,49.95
F,164.98,69.4
F,152.56,46.68
F,168.51,73.18
F,170.87,65.34
F,167.63,68.29
F,169.65,58.7
F,166.48,67.13
F,170.63,75.57
F,149.23,48.47
F,157.88,59.88
F,160.24,56.62
F,166.23,62.22
F,160.46,64.75
F,160.95,70.11
F,158.19,50.55
F,151.17,49.63
F,174.1,67.51
F,159.91,59.38
F,158.38,58.75
F,161.66,66.77
F,173.38,78.99
F,163.0,56.99
F,164.54,62.56
F,160.36,55.13
F,155.13,54.67
F,152.15,52.85
F,161.56,66.51
F,157.35,56.54
F,168.38,63.65
F,157.94,61.67
F,153.53,52.36
F,157.26,56.23
F,169.23,67.96
F,150.02,56.22
F,164.75,62.82
F,162.8,60.64
F,155.22,55.97
F,162.83,62.93
F,160.08,60.79
F,155.65,60.12
F,151.64,50.42
F,165.84,64.32
F,159.69,63.64
F,159.78,65.35
F,159.94,57.24
F,172.58,73.16
F,165.65,68.33
F,169.61,73.53
F,167.02,69.08
F,156.65,63.51
F,159.33,54.61
F,165.53,61.56
F,157.04,57.58
F,164.61,70.8
F,162.56,70.58
F,173.23,74.21
F,166.67,68.72
F,164.19,70.45
F,154.06,55.83
F,154.27,54.85
F,166.1,64.87
F,168.28,56.26
F,156.15,55.06
F,163.82,67.77
F,145.73,51.8
F,157.62,56.76
F,153.6,50.24
F,153.53,61.49
F,177.47,80.74
F,167.21,60.25
F,149.98,50.67
F,172.82,77.34
F,160.92,64.37
F,166.65,68.57
F,151.23,55.0
F,154.83,43.4
F,160.48,64.08
F,159.1,46.65
F,157.68,62.91
F,152.48,44.31
F,150.11,50.14
F,168.08,62.04
F,170.35,77.51
F,162.22,58.28
F,175.35,74.32
F,157.34,51.55
